"result_id","package","risk","authority","court","service","platform","deadline","costs","articles","source_id","source_authority","source_title","source_url","last_verified","automated_review","human_status","human_notes"
"R-GOV-CASE-MOEN","03-الإداري-والعمالي-والتجاري","LOW","الجهة القضائية أو الرسمية المحددة في المصدر المرتبط بالنتيجة.","","","منصة معين الرقمية","","","""""","SRC-BOG-MOEEN","ديوان المظالم","منصة معين الرقمية","https://www.bog.gov.sa/EServices/Pages/moen.aspx","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-FAM-DIVORCE-DOC","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","توثيق طلاق","ناجز","يومان كمدة تنفيذ خدمة منشورة، وليست مهلة سقوط.","الدعاوى والطلبات التي تختص بها محاكم الأحوال الشخصية مستثناة من نظام التكاليف القضائية، عدا طلب النقض والتماس إعادة النظر.","""""","SRC70-MOJ","وزارة العدل","الخدمات الإلكترونية - الحالات الاجتماعية","https://www.moj.gov.sa/ar/Pages/default.aspx","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-FAM-RETURN-DOC","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","توثيق رجعة","ناجز","يومان كمدة تنفيذ خدمة منشورة، وليست مهلة سقوط.","الدعاوى والطلبات التي تختص بها محاكم الأحوال الشخصية مستثناة من نظام التكاليف القضائية، عدا طلب النقض والتماس إعادة النظر.","""""","SRC70-RETURN","وزارة العدل","الدليل الإرشادي لخدمة توثيق رجعة","https://www.moj.gov.sa/sites/knowledgebase/Documents02/CRM_CCTS_bf9d7039-0ff7-452f-abdb-3dd87a05dd82.pdf","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-FAM-CUSTODY-DOC","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","طلب تنفيذ حضانة عبر الجمعيات","ناجز","","رسوم الخدمة: لا يوجد.","""""","SRC-RBR-CUSTODY65","وزارة العدل","طلب خدمة حضانة","https://www.moj.gov.sa/ar/eservices/pages/739b4d6e-c736-4d27-ba3e-a6d17dd561aa.aspx","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-CUSTODY-EXEC","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","طلب خدمة حضانة","ناجز","لا مهلة سقوط موحدة للخدمة منشورة؛ مدة تنفيذ الخدمة التشغيلية ليست مهلة حق.","لا مبلغ موحد مثبت لهذه النتيجة.","""""","SRC82-CUSTEXEC","وزارة العدل","طلب خدمة حضانة","https://www.moj.gov.sa/ar/eservices/pages/739b4d6e-c736-4d27-ba3e-a6d17dd561aa.aspx","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-VISIT-EXEC","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","طلب إصدار خطاب زيارة","ناجز","","الدعاوى والطلبات التي تختص بها محاكم الأحوال الشخصية مستثناة من نظام التكاليف القضائية، عدا طلب النقض والتماس إعادة النظر.","""""","SRC-RBR-VISIT65","وزارة العدل","طلب إصدار خطاب زيارة","https://www.moj.gov.sa/sites/knowledgebase/Documents02/CRM_CCTS_a4dccf2e-bd5c-4bcc-8320-9add6037e783.pdf","2026-09-22","REVIEWED","NEEDS_REVIEW",""
"R-FAM-MAINT-DEDUCTION","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","تنفيذ الاستقطاع","ناجز","شرط الخدمة الحالي: 7 أيام لتقديم طلب إجراء من النوع نفسه؛ هذا شرط تشغيلي للخدمة وليس مدة سقوط أصل النفقة.","لا مبلغ موحد مثبت لهذه النتيجة.","""""","SRC82-DEDUCT","وزارة العدل","تنفيذ الاستقطاع","https://www.moj.gov.sa/ar/eServices/pages/0756dde6-14de-481a-a6e6-ec9bd642b284.aspx","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-FAM-PRECOURT","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","تحديد هل الحالة توثيق أم دعوى","ناجز","لا توجد مهلة خدمة موحدة؛ المدد الموضوعية تتبع كل حالة.","لا رسوم لهذه البوابة؛ الخدمات/الدعاوى اللاحقة لها أحكامها.","""""","SRC76-INHAAT","وزارة العدل","الخدمات الإنهائية والحالات الاجتماعية","https://inhaatportal.moj.gov.sa/tabsnew.aspx","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-FAM-WILL-WAQF","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","توثيق وصية أو وقف","ناجز","لا نضع مهلة سقوط؛ توثيق الوصية والوقف خدمات إلكترونية مستقلة.","لا نثبت رسمًا دون مصدر صريح لكل خدمة.","""""","SRC76-INHAAT","وزارة العدل","الخدمات الإنهائية والحالات الاجتماعية","https://inhaatportal.moj.gov.sa/tabsnew.aspx","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-FAM-HEIRS-DISPUTE","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","صحيفة دعوى في نزاع تركة/ورثة","ناجز","لا نضع مهلة موضوعية موحدة لكل نزاعات التركات.","تخضع الدعوى للتكاليف القضائية عند انطباق النظام؛ لا مبلغ موحد.","""""","SRC76-INHAAT","وزارة العدل","الخدمات الإنهائية والحالات الاجتماعية","https://inhaatportal.moj.gov.sa/tabsnew.aspx","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-FAM-LAWYER-MERITS","02-القضاء-والتنفيذ-والأحوال","LOW","وزارة العدل — محكمة الأحوال الشخصية/ناجز بحسب نوع الإجراء.","محكمة الأحوال الشخصية","نزاع على أتعاب محاماة أو طلب تحميل الخصم مصروفات التقاضي في قضية مرتبطة بالأحوال الشخصية","","لا مدة خاصة موحدة لهذه النتيجة؛ المدة تتبع تكييف الدعوى الأصلية/المطالبة.","الدعاوى والطلبات التي تختص بها محاكم الأحوال الشخصية مستثناة من نظام التكاليف القضائية، عدا طلب النقض والتماس إعادة النظر.","""المادة 26 من نظام المحاماة: الأتعاب وطريقة دفعها باتفاق المحامي وموكله، وعند عدم الاتفاق أو اختلافهما أو بطلانه تقدرها المحكمة التي نظرت القضية بما يتناسب مع الجهد والنفع. مطالبة الخصم بمصاريف التقاضي ليست تلقائيًا مساوية لعقد الموكل مع محاميه.""","SRC147-LAWYER","وزارة العدل","تقدير أتعاب المحاماة - المادة 26 من نظام المحاماة","https://adlm.moj.gov.sa/alqadaeya/attach/896.pdf","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-REAL-LEASE-NONSTANDARD","04-القطاعات-التنظيمية","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","نزاع عقد إيجار غير صالح للتنفيذ المباشر","إيجار","لا نضع مدة موحدة لكل النزاعات الإيجارية.","تخضع الدعوى للتكاليف القضائية عند انطباق النظام؛ لا مبلغ موحد.","""""","SRC77-EJAR","إيجار","الأسئلة الشائعة - عقد إيجار الموحد سند تنفيذي","https://www.ejar.sa/ar/faqs","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-REAL-LEASE-DISPUTE","04-القطاعات-التنظيمية","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","تصنيف نزاع الإيجار قبل الإجراء","إيجار","لا مدة موحدة لهذه البوابة.","لا رسوم لمجرد تصنيف المسار.","""""","SRC77-EJAR","إيجار","الأسئلة الشائعة - عقد إيجار الموحد سند تنفيذي","https://www.ejar.sa/ar/faqs","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-REAL-GENERAL-COURT","02-القضاء-والتنفيذ-والأحوال","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","صحيفة دعوى عقارية/إيجارية عند عدم وجود تنفيذ مباشر","ناجز","لا نضع مهلة واحدة لكل الدعاوى العقارية.","تخضع للتكاليف القضائية عند انطباق النظام؛ لا مبلغ موحد هنا.","""""","SRC77-EJAR","إيجار","الأسئلة الشائعة - عقد إيجار الموحد سند تنفيذي","https://www.ejar.sa/ar/faqs","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-REAL-COOWNERS-DISPUTE","04-القطاعات-التنظيمية","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","تحديد مسار نزاع الشركاء في العقار","","لا مدة موحدة مثبتة لكل منازعات الشيوع؛ تفحص المدة حسب نوع المطالبة.","لا مبلغ قضائي موحد مثبت.","""""","SRC90-MOJ-SLA","وزارة العدل","اتفاقية مستوى الخدمات الإلكترونية","https://www.moj.gov.sa/ar/Ministry/Pages/SLA.aspx","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-REAL-FIRST-REG","04-القطاعات-التنظيمية","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","التسجيل العيني الأول للعقار","","لا توجد مدة موحدة مثبتة من SLA لهذه النتيجة.","لا مبلغ قضائي موحد مثبت.","""""","SRC86-SLA","وزارة العدل","اتفاقية مستوى الخدمات الإلكترونية","https://www.moj.gov.sa/ar/Ministry/Pages/SLA.aspx","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-REAL-TRANSFER","04-القطاعات-التنظيمية","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","إدراج صفقة عقارية (نقل الملكية العقارية)","","SLA يصف تنفيذ الخدمة بأنه فوري؛ هذه مدة خدمة وليست مهلة نظامية.","لا مبلغ قضائي موحد مثبت.","""""","SRC86-SLA","وزارة العدل","اتفاقية مستوى الخدمات الإلكترونية","https://www.moj.gov.sa/ar/Ministry/Pages/SLA.aspx","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-REAL-RIGHTS-RESTRICTIONS","04-القطاعات-التنظيمية","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","التحقق من القيد/الحق العقاري المناسب","","لا مدة نظامية موحدة مثبتة.","لا مبلغ قضائي موحد مثبت.","""""","SRC86-SLA","وزارة العدل","اتفاقية مستوى الخدمات الإلكترونية","https://www.moj.gov.sa/ar/Ministry/Pages/SLA.aspx","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-REAL-SPLIT-MERGE","04-القطاعات-التنظيمية","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","فرز/تجزئة/دمج الأراضي","","SLA الحالي يذكر يومين لفرز المخططات وتجزئة الأراضي ودمج الأراضي؛ مدة خدمة لا مهلة حق.","لا مبلغ قضائي موحد مثبت.","""""","SRC86-SLA","وزارة العدل","اتفاقية مستوى الخدمات الإلكترونية","https://www.moj.gov.sa/ar/Ministry/Pages/SLA.aspx","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-REAL-RELEASE-MORTGAGE","04-القطاعات-التنظيمية","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","إنشاء طلب فك رهن عقاري","","SLA الحالي يصف الخدمة بأنها فورية؛ مدة خدمة لا مهلة نظامية.","لا مبلغ قضائي موحد مثبت.","""""","SRC86-SLA","وزارة العدل","اتفاقية مستوى الخدمات الإلكترونية","https://www.moj.gov.sa/ar/Ministry/Pages/SLA.aspx","2026-09-20","REVIEWED","NEEDS_REVIEW",""
